PLANETE_1,ASPECT,PLANETE_2,SCORE,INTERPRETATION,IDENTITE,FAMILLE,MA_MERE,MA_PERE,GRANDS_AXES,COMMENT_GERER,AMOUR_STYLE,AMOUR_COUPLE,AMOUR_PARTENAIRE_FEMME,AMOUR_PARTENAIRE_HOMME,AMOUR_INTIMITE,KARMIQUE
maitre_maison_5,conjonction,Chiron,,,,,,,,,,,Tes premières attirances réveillent tes blessures affectives. Tu es attiré par ce qui te fait souffrir ou par des personnes blessées que tu veux guérir. Le plaisir amoureux est mêlé de douleur. Tu dois apprendre à t'autoriser la légèreté et la joie sans culpabilité.,Tes premières attirances réveillent tes blessures affectives. Tu es attiré par ce qui te fait souffrir ou par des personnes blessées que tu veux guérir. Le plaisir amoureux est mêlé de douleur. Tu dois apprendre à t'autoriser la légèreté et la joie sans culpabilité.,,
maitre_maison_5,conjonction,noeud_sud,,,,,,,,,,,"Tes attirances répètent des schémas passés. Tu es attiré par ce qui est familier, confortable, même si ça ne te fait pas grandir. Tu dois dépasser ces patterns pour évoluer. Tes premières attirances te ramènent à ce que tu connais déjà trop bien.","Tes attirances répètent des schémas passés. Tu es attiré par ce qui est familier, confortable, même si ça ne te fait pas grandir. Tu dois dépasser ces patterns pour évoluer. Tes premières attirances te ramènent à ce que tu connais déjà trop bien.",,
maitre_maison_5,conjonction,noeud_nord,,,,,,,,,,,"Tes attirances te poussent vers ton évolution. Tu es attiré par ce qui te fait grandir, même si c'est inconfortable. Tes relations amoureuses sont un chemin d'apprentissage. Tu dois oser explorer des territoires relationnels nouveaux pour toi.","Tes attirances te poussent vers ton évolution. Tu es attiré par ce qui te fait grandir, même si c'est inconfortable. Tes relations amoureuses sont un chemin d'apprentissage. Tu dois oser explorer des territoires relationnels nouveaux pour toi.",,
maitre_maison_7,conjonction,soleil,,,,,,,,,,,"Tu cherches un partenaire qui brille, qui a une présence solaire, quelqu'un dont tu peux être fier(ère). La relation est centrale dans ta construction identitaire — à travers l'autre, tu te découvres toi-même. Non intégré, tu peux t'effacer derrière un partenaire charismatique ou au contraire exiger que l'autre te mette en lumière. Intégré, vous formez un duo où chacun nourrit la lumière de l'autre sans s'éclipser.","Tu cherches un partenaire qui brille, qui a une présence solaire, quelqu'un dont tu peux être fier(ère). La relation est centrale dans ta construction identitaire — à travers l'autre, tu te découvres toi-même. Non intégré, tu peux t'effacer derrière un partenaire charismatique ou au contraire exiger que l'autre te mette en lumière. Intégré, vous formez un duo où chacun nourrit la lumière de l'autre sans s'éclipser.",,
maitre_maison_7,conjonction,lune,,,,,,,,,,,"Tu cherches avant tout une sécurité émotionnelle dans le couple. Le partenaire idéal est quelqu'un de maternel, protecteur, qui crée un cocon. La fusion affective est forte — tu ressens les émotions de l'autre comme les tiennes. Non intégré, tu peux devenir dépendant(e) ou étouffant(e), cherchant dans le couple ce que tu n'as pas reçu enfant. Intégré, tu crées une intimité nourrissante où chacun peut se montrer vulnérable sans danger.","Tu cherches avant tout une sécurité émotionnelle dans le couple. Le partenaire idéal est quelqu'un de maternel, protecteur, qui crée un cocon. La fusion affective est forte — tu ressens les émotions de l'autre comme les tiennes. Non intégré, tu peux devenir dépendant(e) ou étouffant(e), cherchant dans le couple ce que tu n'as pas reçu enfant. Intégré, tu crées une intimité nourrissante où chacun peut se montrer vulnérable sans danger.",,
maitre_maison_7,conjonction,mercure,,,,,,,,,,,"Tu tombes amoureux(se) par l'esprit. Le partenaire idéal est quelqu'un avec qui tu peux parler de tout, rire, débattre, apprendre. La complicité intellectuelle est non négociable. Non intégré, tu peux rester dans la tête et éviter l'intimité émotionnelle, ou choisir des partenaires brillants mais émotionnellement indisponibles. Intégré, la relation devient un dialogue permanent qui nourrit autant le cœur que l'esprit.","Tu tombes amoureux(se) par l'esprit. Le partenaire idéal est quelqu'un avec qui tu peux parler de tout, rire, débattre, apprendre. La complicité intellectuelle est non négociable. Non intégré, tu peux rester dans la tête et éviter l'intimité émotionnelle, ou choisir des partenaires brillants mais émotionnellement indisponibles. Intégré, la relation devient un dialogue permanent qui nourrit autant le cœur que l'esprit.",,
maitre_maison_7,conjonction,venus,,,,,,,,,,,"Tu aspires à un amour beau, harmonieux, sans conflit. Le partenaire idéal est quelqu'un de doux, esthète, raffiné, qui cultive l'art de vivre ensemble. Tu as besoin que la relation soit agréable au quotidien. Non intégré, tu peux fuir les conflits nécessaires ou rester dans des relations  jolies  mais superficielles. Intégré, tu crées une relation où la tendresse et la beauté coexistent avec l'authenticité.","Tu aspires à un amour beau, harmonieux, sans conflit. Le partenaire idéal est quelqu'un de doux, esthète, raffiné, qui cultive l'art de vivre ensemble. Tu as besoin que la relation soit agréable au quotidien. Non intégré, tu peux fuir les conflits nécessaires ou rester dans des relations  jolies  mais superficielles. Intégré, tu crées une relation où la tendresse et la beauté coexistent avec l'authenticité.",,
maitre_maison_7,conjonction,mars,,,,,,,,,,,"Tu es attiré(e) par des partenaires affirmés, dynamiques, qui ont du caractère. La tension sexuelle et l'énergie vitale sont essentielles dans ton couple. Tu as besoin de désir, de challenge, parfois de confrontation saine. Non intégré, tu peux attirer des partenaires agressifs ou entrer dans des dynamiques de compétition épuisantes. Intégré, la passion reste vive et vous vous stimulez mutuellement sans vous détruire.","Tu es attiré(e) par des partenaires affirmés, dynamiques, qui ont du caractère. La tension sexuelle et l'énergie vitale sont essentielles dans ton couple. Tu as besoin de désir, de challenge, parfois de confrontation saine. Non intégré, tu peux attirer des partenaires agressifs ou entrer dans des dynamiques de compétition épuisantes. Intégré, la passion reste vive et vous vous stimulez mutuellement sans vous détruire.",,
maitre_maison_7,conjonction,jupiter,,,,,,,,,,,"Tu cherches un partenaire qui t'élève, t'ouvre des horizons, te fait grandir. L'autre est vécu comme un guide, un mentor, quelqu'un que tu admires. Tu as besoin d'expansion à travers la relation — voyages, projets, vision commune. Non intégré, tu peux idéaliser l'autre au point de ne plus voir ses défauts, ou attendre qu'il te  sauve . Intégré, vous grandissez ensemble, chacun étant le tremplin de l'autre.","Tu cherches un partenaire qui t'élève, t'ouvre des horizons, te fait grandir. L'autre est vécu comme un guide, un mentor, quelqu'un que tu admires. Tu as besoin d'expansion à travers la relation — voyages, projets, vision commune. Non intégré, tu peux idéaliser l'autre au point de ne plus voir ses défauts, ou attendre qu'il te  sauve . Intégré, vous grandissez ensemble, chacun étant le tremplin de l'autre.",,
maitre_maison_7,conjonction,saturne,,,,,,,,,,,"Tu prends l'engagement au sérieux. Le partenaire idéal est quelqu'un de fiable, mature, structuré, sur qui tu peux compter dans la durée. Tu préfères la solidité à la passion éphémère. Non intégré, tu peux choisir des partenaires froids, critiques ou t'enfermer dans des relations par devoir plutôt que par amour. Intégré, tu construis une relation qui traverse le temps, fondée sur le respect mutuel et la loyauté.","Tu prends l'engagement au sérieux. Le partenaire idéal est quelqu'un de fiable, mature, structuré, sur qui tu peux compter dans la durée. Tu préfères la solidité à la passion éphémère. Non intégré, tu peux choisir des partenaires froids, critiques ou t'enfermer dans des relations par devoir plutôt que par amour. Intégré, tu construis une relation qui traverse le temps, fondée sur le respect mutuel et la loyauté.",,
maitre_maison_7,conjonction,uranus,,,,,,,,,,,"Tu as besoin de liberté dans le couple. Le partenaire idéal est quelqu'un d'original, indépendant, qui ne cherche pas à te posséder. Les relations conventionnelles t'ennuient — tu as besoin de surprise, de stimulation, d'espace. Non intégré, tu peux fuir dès que ça devient trop stable ou attirer des partenaires imprévisibles qui te déstabilisent. Intégré, tu inventes une forme de couple unique qui respecte l'individualité de chacun.","Tu as besoin de liberté dans le couple. Le partenaire idéal est quelqu'un d'original, indépendant, qui ne cherche pas à te posséder. Les relations conventionnelles t'ennuient — tu as besoin de surprise, de stimulation, d'espace. Non intégré, tu peux fuir dès que ça devient trop stable ou attirer des partenaires imprévisibles qui te déstabilisent. Intégré, tu inventes une forme de couple unique qui respecte l'individualité de chacun.",,
maitre_maison_7,conjonction,neptune,,,,,,,,,,,"Tu rêves d'un amour absolu, fusionnel, quasi spirituel. Le partenaire idéal est quelqu'un de sensible, artistique, avec qui tu partages une connexion au-delà des mots. Tu cherches l'âme sœur au sens mystique. Non intégré, tu peux idéaliser l'autre au point de ne pas le voir tel qu'il est, ou t'oublier complètement dans la relation. Intégré, tu vis un amour profond et inspirant, les pieds sur terre et le cœur dans les étoiles.","Tu rêves d'un amour absolu, fusionnel, quasi spirituel. Le partenaire idéal est quelqu'un de sensible, artistique, avec qui tu partages une connexion au-delà des mots. Tu cherches l'âme sœur au sens mystique. Non intégré, tu peux idéaliser l'autre au point de ne pas le voir tel qu'il est, ou t'oublier complètement dans la relation. Intégré, tu vis un amour profond et inspirant, les pieds sur terre et le cœur dans les étoiles.",,
maitre_maison_7,conjonction,pluton,,,,,,,,,,,"Tu es attiré(e) par des relations intenses qui te transforment en profondeur. Le partenaire idéal est quelqu'un de magnétique, entier, qui ne fait pas dans la demi-mesure. L'amour est vécu comme une mort et une renaissance. Non intégré, tu peux attirer des dynamiques de pouvoir, de jalousie ou de contrôle — ou les provoquer toi-même. Intégré, la relation devient un creuset alchimique : vous vous révélez l'un l'autre sans vous détruire.","Tu es attiré(e) par des relations intenses qui te transforment en profondeur. Le partenaire idéal est quelqu'un de magnétique, entier, qui ne fait pas dans la demi-mesure. L'amour est vécu comme une mort et une renaissance. Non intégré, tu peux attirer des dynamiques de pouvoir, de jalousie ou de contrôle — ou les provoquer toi-même. Intégré, la relation devient un creuset alchimique : vous vous révélez l'un l'autre sans vous détruire.",,
maitre_maison_7,conjonction,lune_noire,,,,,,,,,,,"Tu es fasciné(e) par ce qui est interdit, tabou, hors-norme dans les relations. Le partenaire peut être quelqu'un de magnétique mais insaisissable, ou des attirances qui dérangent ton image de toi-même. Non intégré, tu peux vivre des relations ambiguës, des triangles, des passions inavouables qui te font honte. Intégré, tu assumes tes désirs profonds sans culpabilité et attires des partenaires qui acceptent ton ombre.","Tu es fasciné(e) par ce qui est interdit, tabou, hors-norme dans les relations. Le partenaire peut être quelqu'un de magnétique mais insaisissable, ou des attirances qui dérangent ton image de toi-même. Non intégré, tu peux vivre des relations ambiguës, des triangles, des passions inavouables qui te font honte. Intégré, tu assumes tes désirs profonds sans culpabilité et attires des partenaires qui acceptent ton ombre.",,
