TYPE,DONNEE,VALEUR,SCORE,INTERPRETATION,IDENTITE,FAMILLE,MA_MERE,MA_PERE,GRANDS_AXES,COMMENT_GERER,AMOUR_STYLE,AMOUR_COUPLE,AMOUR_PARTENAIRE_FEMME,AMOUR_PARTENAIRE_HOMME,AMOUR_INTIMITE,KARMIQUE,KARMIQUE_VIE_PASSEES
maitre_asc,maison,5,,"L’identité se construit à travers la créativité, l’expression personnelle, le plaisir et le besoin d’être reconnu. Besoin de rayonner, d’être vu ou admiré pour ce que l’on crée ou exprime. Rapport fort à l’amour, à la séduction, à la scène sociale ou au besoin de vivre intensément ses passions.","L’identité se construit à travers la créativité, l’expression personnelle, le plaisir et le besoin d’être reconnu. Besoin de rayonner, d’être vu ou admiré pour ce que l’on crée ou exprime. Rapport fort à l’amour, à la séduction, à la scène sociale ou au besoin de vivre intensément ses passions.",,,,,,,,,,,,
maitre_asc,maison,6,,"Le rapport à soi passe par le travail, l’utilité et le besoin de maîtriser son quotidien. Importance du contrôle, de l’organisation et de l’efficacité dans la construction de l’identité. Tendance à beaucoup s’analyser, à vouloir corriger ses défauts ou à se définir à travers ce que l’on fait concrètement.","Le rapport à soi passe par le travail, l’utilité et le besoin de maîtriser son quotidien. Importance du contrôle, de l’organisation et de l’efficacité dans la construction de l’identité. Tendance à beaucoup s’analyser, à vouloir corriger ses défauts ou à se définir à travers ce que l’on fait concrètement.",,,,,,,,,,,,
maitre_asc,maison,7,,"L’identité se construit à travers les relations et le regard des autres. Besoin fort d’interactions, de partenariat ou de validation relationnelle pour mieux se comprendre soi-même. Difficulté à fonctionner complètement seul. Les relations deviennent souvent un miroir essentiel dans la construction personnelle.","L’identité se construit à travers les relations et le regard des autres. Besoin fort d’interactions, de partenariat ou de validation relationnelle pour mieux se comprendre soi-même. Difficulté à fonctionner complètement seul. Les relations deviennent souvent un miroir essentiel dans la construction personnelle.",,,,,,,,,,,,
maitre_asc,maison,8,,"Le rapport à soi passe par les crises, les transformations et les mécanismes psychologiques profonds. On développe une personnalité plus intense, secrète, lucide ou méfiante. Besoin de comprendre ce qui se cache derrière les apparences. L’identité se construit souvent à travers des périodes de rupture, de perte ou de reconstruction intérieure.","Le rapport à soi passe par les crises, les transformations et les mécanismes psychologiques profonds. On développe une personnalité plus intense, secrète, lucide ou méfiante. Besoin de comprendre ce qui se cache derrière les apparences. L’identité se construit souvent à travers des périodes de rupture, de perte ou de reconstruction intérieure.",,,,,,,,,,,,
maitre_asc,maison,9,,"L’identité se construit dans l’exploration, la recherche de sens et le besoin d’élargir ses horizons. Attirance forte pour les voyages, les études, la spiritualité, les philosophies de vie ou les expériences qui ouvrent l’esprit. Difficulté à rester enfermé dans un cadre trop limité ou répétitif.","L’identité se construit dans l’exploration, la recherche de sens et le besoin d’élargir ses horizons. Attirance forte pour les voyages, les études, la spiritualité, les philosophies de vie ou les expériences qui ouvrent l’esprit. Difficulté à rester enfermé dans un cadre trop limité ou répétitif.",,,,,,,,,,,,
maitre_asc,maison,10,,"Le rapport à soi passe fortement par l’ambition, la réussite et la reconnaissance sociale. Besoin de construire quelque chose de solide dans le monde extérieur et d’être respecté pour ses compétences ou son parcours. L’identité peut devenir très liée au travail, au statut ou au besoin de maîtriser sa trajectoire professionnelle.","Le rapport à soi passe fortement par l’ambition, la réussite et la reconnaissance sociale. Besoin de construire quelque chose de solide dans le monde extérieur et d’être respecté pour ses compétences ou son parcours. L’identité peut devenir très liée au travail, au statut ou au besoin de maîtriser sa trajectoire professionnelle.",,,,,,,,,,,,
maitre_asc,maison,11,,"L’identité se construit à travers les projets, les groupes, les idéaux ou le besoin d’appartenir à quelque chose de plus vaste que soi. Importance des amitiés, des réseaux ou des causes collectives. Besoin de liberté dans la manière de vivre sa vie et difficulté à supporter les environnements trop fermés ou individualistes.","L’identité se construit à travers les projets, les groupes, les idéaux ou le besoin d’appartenir à quelque chose de plus vaste que soi. Importance des amitiés, des réseaux ou des causes collectives. Besoin de liberté dans la manière de vivre sa vie et difficulté à supporter les environnements trop fermés ou individualistes.",,,,,,,,,,,,
maitre_asc,maison,12,,"L’identité est fortement influencée par le monde intérieur, l’inconscient ou les émotions enfouies. Difficulté à savoir clairement qui l’on est ou ce que l’on veut au début de la vie. Grande sensibilité psychique, besoin de solitude ou de retrait pour se retrouver. Tendance à cacher certaines parties de soi ou à vivre une partie de son identité dans l’invisible.","L’identité est fortement influencée par le monde intérieur, l’inconscient ou les émotions enfouies. Difficulté à savoir clairement qui l’on est ou ce que l’on veut au début de la vie. Grande sensibilité psychique, besoin de solitude ou de retrait pour se retrouver. Tendance à cacher certaines parties de soi ou à vivre une partie de son identité dans l’invisible.",,,,,,,,,,,,
lune,signe,belier,,"Émotions vives, réactives et impulsives. Difficulté à canaliser les ressentis, tendance à réagir rapidement ou à se mettre en colère avant de prendre du recul. Besoin d’action, de mouvement et d’intensité émotionnelle. Grande énergie psychique et capacité à rebondir rapidement après les conflits. Relation maternelle marquée par une mère dynamique, affirmée, parfois brusque ou colérique.","Émotions vives, réactives et impulsives. Difficulté à canaliser les ressentis dans l’instant : les réactions partent vite, surtout lorsqu’une blessure émotionnelle est touchée. Besoin d’action, de mouvement et d’intensité émotionnelle. Grande énergie psychique, tempérament combatif et capacité à rebondir rapidement après les conflits.","La mère a souvent été perçue comme dynamique, active, entreprenante et affirmée, mais aussi parfois excessive, brusque ou sujette à la colère. L’enfant a pu être impressionné par ses réactions vives, ses remontrances directes ou une forme de brutalité émotionnelle. Malgré cela, admiration possible pour son énergie, son tempérament combatif et son investissement dans de multiples activités.","La mère a souvent été perçue comme dynamique, active, entreprenante et affirmée, mais aussi parfois excessive, brusque ou sujette à la colère. L’enfant a pu être impressionné par ses réactions vives, ses remontrances directes ou une forme de brutalité émotionnelle. Malgré cela, admiration possible pour son énergie, son tempérament combatif et son investissement dans de multiples activités.",,,,"Besoin d’excitation, de spontanéité et d’indépendance affective. L’amour doit rester vivant, stimulant et orienté vers le mouvement plutôt que vers la routine ou la fusion. Attirance pour les relations dynamiques où chacun garde sa liberté d’action et d’expression. Risque de lassitude lorsque le lien devient trop prévisible, passif ou étouffant.",,,"Attiré par une femme indépendante, spontanée, pleine d'énergie, directe et passionnée.Besoin d’excitation, de spontanéité et d’indépendance affective. L’amour doit rester vivant, stimulant et orienté vers le mouvement plutôt que vers la routine ou la fusion. Attirance pour les relations dynamiques où chacun garde sa liberté d’action et d’expression. Risque de lassitude lorsque le lien devient trop prévisible, passif ou étouffant.",,"Difficulté à trouver sa place et à s’incarner pleinement dans son identité personnelle. Tendance à agir de manière impulsive ou défensive pour affirmer son existence, avec un rapport parfois conflictuel au pouvoir, à l’autorité ou à la frustration. Sentiment d’être incompris ou obligé de se battre pour exister. Difficulté à coopérer ou à ralentir, avec une colère rapidement activée lorsqu’il y a blocage, contrainte ou atteinte à la liberté personnelle. Déconnexion possible du corps et de ses limites physiques, avec tendance à ignorer les signaux d’épuisement, les besoins réels ou les risques.",
lune,maison,1,,Dominante émotionnelle importante. Forte sensibilité aux ambiances et tendance à exprimer directement ce que l’on ressent. Recherche d’identité à travers les émotions et besoin d’être reconnu émotionnellement. Vulnérabilité psychologique plus visible. Identification forte à la mère ou au modèle maternel.,"Personnalité très réactive et émotionnellement expressive. Difficulté à cacher ce que l’on ressent : les émotions passent rapidement dans le comportement, le visage ou l’attitude. Forte sensibilité au regard des autres et besoin d’être reconnu dans son identité émotionnelle. Tendance à se définir à travers ses ressentis, ses réactions ou ses besoins affectifs du moment. Peut donner une personnalité changeante, influençable émotionnellement ou très marquée par l’environnement familial et maternel. Besoin d’apprendre à construire une identité plus personnelle et autonome émotionnellement.","Plus la figure de la mère sera proche de l'ascendant, plus
l'imprégnation maternelle aura été forte. C'est une forme d'influence
de la mère auprès de la personne, une demande d'identification
importante. La personne aura bien sûr une dominante lunaire, mais
aura aussi reçu une forte influence maternelle. Ça peut symboliser
une certaine fusion.","Plus la figure de la mère sera proche de l'ascendant, plus
l'imprégnation maternelle aura été forte. C'est une forme d'influence
de la mère auprès de la personne, une demande d'identification
importante. La personne aura bien sûr une dominante lunaire, mais
aura aussi reçu une forte influence maternelle. Ça peut symboliser
une certaine fusion.",,Recherche constante de sécurité émotionnelle à travers l’identité et le regard des autres. Forte imprégnation émotionnelle du milieu familial et difficulté à séparer ses ressentis de son image personnelle. Enjeu important autour de l’autonomie émotionnelle et de la construction d’un moi plus indépendant des attentes affectives extérieures.,Apprendre à distinguer ses émotions de son identité permet d’éviter de réagir trop personnellement aux ambiances ou aux regards extérieurs. Développer une stabilité intérieure et des repères personnels aide à moins dépendre de la validation émotionnelle des autres.,"Besoin d’être émotionnellement vu, ressenti et reconnu dans la relation. Forte réactivité affective et difficulté à cacher ses émotions au partenaire. Tendance à vivre les relations de manière très personnelle, avec un besoin important de spontanéité émotionnelle et d’authenticité dans les échanges.",,,"Besoin d’une partenaire sensible à son monde émotionnel et capable de comprendre rapidement ses réactions affectives. Attirance pour les femmes empathiques, expressives et intuitives, qui savent valoriser son identité et lui donner le sentiment d’être émotionnellement important.",,"Forte imprégnation maternelle dans la construction de l’identité. Difficulté à se définir indépendamment des attentes émotionnelles ou des projections familiales. La personnalité a pu se construire dans une forme d’adaptation inconsciente à la mère, avec la sensation qu’il fallait être ce qu’on attendait plutôt que ce que l’on ressentait profondément. Vulnérabilité autour de l’affirmation de soi, du droit d’exister pleinement et d’exprimer ses désirs personnels sans culpabilité ni peur de perdre le lien affectif.",
