BLOC,POLARITÉ,PLANÈTE_1,PLANÈTE_2,TYPE_DONNÉE,VALEUR,INTERPRÉTATION,CE_QUE_TU_RECHERCHES,COMMENT_TU_VIS_L_AMOUR,DIFFICULTÉS,MOTS_CLÉS
Partenaire,Femme,Soleil,Uranus,Aspect,Sextile,"Tu apprécies les hommes originaux, indépendants, qui ont leur propre chemin. Le masculin atypique te semble accessible et stimulant. Tu veux un homme libre avec qui créer quelque chose de nouveau.",Un homme flexible et ouvert.,Peut devenir trop détaché.,créativité; fluidité; indépendance,
Partenaire,Femme,Soleil,Uranus,Aspect,Carré,"Tu es attirée par des hommes instables, insaisissables, qui disparaissent quand tu t'attaches. Il y a une tension entre ton besoin de connexion et ton attirance pour l'inaccessible. Non intégré, tu vis des relations chaotiques ou tu provoques toi-même les ruptures par peur de la routine. Intégré, tu apprends à accueillir l'imprévu sans sacrifier la stabilité.",Un homme présent ET libre.,"ruptures, imprévus, chaos relationnel.",choc; tension; liberté; chaos,
Partenaire,Femme,Soleil,Uranus,Aspect,Opposition,"Tu projettes sur l'homme une image brillante mais impossible à saisir. Il incarne la liberté que tu n'assumes pas toi-même. Non intégré, tu attires des hommes qui partent toujours ou tu te sens abandonnée dès qu'ils ont besoin d'espace. Intégré, tu récupères ton propre besoin de liberté et tu choisis un partenaire indépendant avec qui vous êtes libres ensemble.","Un homme capable d’engagement choisi, non subi.","Relation électrique, montagnes russes.",électricité; distance; étincelle; instabilité,
Partenaire,Femme,Soleil,Neptune,Aspect,Conjonction,"Tu projettes sur l'homme idéal une image sensible, artistique, mystique. Il doit toucher ton âme, avoir une dimension insaisissable, presque irréelle. Tu cherches un homme poète, rêveur, inspirant. Non intégré, tu peux tomber pour des hommes flous, fuyants, menteurs, ou des ""génies incompris"" à sauver. L'idéalisation t'aveugle sur qui il est vraiment. Intégré, tu choisis un homme sensible avec les pieds sur terre — le rêve s'ancre dans une relation réelle.",Un homme inspirant mais ancré.,"Illusion amoureuse, dévotion, flou.",rêve; idéal; âme; magie,
Partenaire,Femme,Soleil,Neptune,Aspect,Trigone,"Tu as une image positive de l'homme romantique, intuitif, doux. La sensibilité masculine te touche naturellement. Tu sais reconnaître et apprécier un homme qui a accès à ses émotions et à sa créativité.","Un homme apaisant, émotionnellement subtil.",Peut encourager l’idéalisme.,harmonie; poésie; intuition; douceur,
Partenaire,Femme,Soleil,Neptune,Aspect,Sextile,"Tu apprécies les hommes sensibles, imaginatifs, tendres. Le masculin doux te semble accessible et attirant. Tu veux un homme avec qui partager une connexion subtile, au-delà des mots.",Un homme bienveillant et réceptif.,Peut manquer de solidité.,sensibilité; bienveillance; finesse; inspiration,
Partenaire,Femme,Soleil,Neptune,Aspect,Carré,"Tu es attirée par des hommes flous, fuyants, souvent ""à sauver"". Il y a une confusion entre amour et sacrifice, entre connexion et illusion. Non intégré, tu t'épuises à aimer des fantômes ou tu idéalises des relations qui n'existent que dans ta tête. Intégré, tu apprends à distinguer le rêve de la réalité sans perdre ta sensibilité.",Un homme clair et transparent.,"Illusions, dépendance, mensonge involontaire.",illusion; confusion; sauveur; fuite,
Partenaire,Femme,Soleil,Neptune,Aspect,Opposition,"Tu projettes sur l'homme une image idéale, fantasmée, presque divine. Il doit être parfait — et donc il n'existe pas vraiment. Non intégré, tu tombes amoureuse de mirages, d'hommes inaccessibles ou de l'idée que tu te fais d'eux. Intégré, tu acceptes l'humanité imparfaite de l'autre et tu vis un amour réel, ancré, sans perdre la magie.",Un homme qui montre sa vérité.,"Déception, distance affective, fascination.",nébuleux; idéal; évanescence; mirage,
Partenaire,Femme,Soleil,Pluton,Aspect,Conjonction,"Tu projettes sur l'homme idéal une intensité extraordinaire — charisme, profondeur, pouvoir personnel. Il doit être magnétique, entier, transformateur. Tu ne peux pas aimer ""tiède"". Non intégré, tu peux attirer des hommes manipulateurs, possessifs, dangereux, ou des dynamiques où fascination et peur se mêlent. Le pouvoir devient l'enjeu de la relation. Intégré, tu choisis un homme puissant qui respecte ton pouvoir — l'intensité devient alchimie, pas destruction.","Un homme magnétique, engagé, lucide, capable de transformation et de vérité radicale.","Les liens importants prennent la forme de passages initiatiques : passion, fusion, renaissance.","Tendance à attirer des hommes dominants, complexes, possessifs ; risque de perdre ton propre pouvoir avant de le récupérer.",intensité; transformation; passion; pouvoir
Partenaire,Femme,Soleil,Pluton,Aspect,Trigone,"Tu intègres naturellement la profondeur, la lucidité et la transformation dans ton rapport aux hommes. L'intensité masculine ne te fait pas peur — elle te nourrit. Tu sais reconnaître un homme profond et l'accueillir sans te perdre. Tu attires des hommes puissants avec qui la relation transforme positivement.","Un homme fort, résistant, qui confronte, provoque, pousse à la croissance.",Vit l’amour comme un terrain de lutte symbolique : passion + conflits + rapport de force.,"Risque d’entrer dans des relations toxiques, triangles, domination/soumission avant de reprendre ton axe.",conflit; pouvoir; lutte; régénération
Partenaire,Femme,Soleil,Pluton,Aspect,Sextile,Tu as accès à une connexion profonde avec le masculin sans drama. L'intensité est présente mais gérable. Tu peux explorer les zones sombres d'une relation sans t'y noyer.,"Un homme fascinant, profond, stratège, qui révèle ce que tu caches ou n’assumes pas encore.","Tu vis l’amour comme une danse attraction–répulsion, entre contrôle et abandon.",Difficulté à sortir de liens karmiques intenses ; peur de te perdre dans l’autre.,projection; fascination; polarité; crise
Partenaire,Femme,Soleil,Pluton,Aspect,Carré,"Tu ressens une tension intérieure entre ton besoin d'aimer et ta fascination pour des hommes puissants, compliqués ou ""dangereux"". Il y a quelque chose d'irrésistible dans l'interdit, le difficile, le sombre. Non intégré, tu vis des relations intenses mais destructrices, des passions qui te consument. Intégré, tu apprends à distinguer l'intensité vraie de la toxicité — la profondeur sans la destruction.","Un homme mature, profond, engagé dans son propre travail intérieur.","Vit l’amour comme une évolution mutuelle, stable et profonde.","Peut rester dans une zone de confort “intense mais maîtrisée”, par peur de lâcher encore plus.",profondeur; maturité; croissance; lucidité
Partenaire,Femme,Soleil,Pluton,Aspect,Opposition,"Tu es attirée par des hommes mystérieux, intenses, imprévisibles, qui incarnent ta propre part d'ombre. Tu projettes sur lui le pouvoir que tu n'assumes pas toi-même. Non intégré, tu peux te perdre dans des relations d'emprise ou vivre des passions dévorantes où tu n'existes plus. Intégré, tu récupères ta propre puissance et tu choisis un partenaire transformateur qui te révèle sans te détruire.","Un homme mature, profond, engagé dans son travail intérieur.","Vit l’amour comme une évolution mutuelle, stable et consciente.",Peut manquer un peu de tension ou de feu ; relation très intérieure.,profondeur; maturité; croissance; lucidité
Partenaire,Femme,Mars,Lune,Aspect,Conjonction,"Tu es attirée par des hommes sensibles, protecteurs, émotionnellement disponibles. Il doit pouvoir te toucher, te rassurer, créer un cocon. L'homme idéal a quelque chose de maternel dans sa présence. Non intégré, tu peux attirer des hommes immatures, dépendants ou lunatiques — ou confondre sensibilité et faiblesse. Tu cherches parfois un homme qui te ""materne"" plutôt qu'un partenaire. Intégré, tu choisis un homme en contact avec ses émotions, capable de vulnérabilité sans s'y perdre.",,,,
Partenaire,Femme,Mars,Mercure,Aspect,Conjonction,"Tu es attirée par des hommes vifs d'esprit, drôles, qui savent manier les mots. La séduction passe par l'intelligence, le dialogue, l'humour. Il doit pouvoir te stimuler mentalement, te surprendre, te faire rire. Non intégré, tu peux attirer des beaux parleurs, des hommes qui séduisent avec des mots mais fuient l'engagement émotionnel. L'intellect peut masquer un manque de profondeur. Intégré, tu choisis un homme brillant avec qui le dialogue nourrit autant le cœur que l'esprit.",,,,
Partenaire,Femme,Mars,Venus,Aspect,Conjonction,"Tu es attirée par des hommes beaux, charmants, séducteurs — ceux qui savent plaire et créer de l'harmonie. L'esthétique compte : il doit avoir du style, de l'élégance, un art de vivre. Non intégré, tu peux tomber pour des séducteurs en série, des hommes qui charment tout le monde mais ne s'engagent avec personne. La surface peut primer sur la substance. Intégré, tu choisis un homme qui allie charme et authenticité — la beauté est dans la relation, pas seulement dans l'apparence.",,,,
Partenaire,Femme,Mars,Jupiter,Aspect,Conjonction,"Tu es attirée par des hommes expansifs, optimistes, aventuriers. Il doit te faire rêver, t'ouvrir des horizons, avoir une vision. L'homme idéal est généreux, enthousiaste, plus grand que nature. Non intégré, tu peux attirer des hommes excessifs, vantards, qui promettent plus qu'ils ne tiennent. Ou des éternels adolescents qui fuient les responsabilités au nom de la liberté. Intégré, tu choisis un homme qui t'élève sans te dominer — vous grandissez ensemble vers quelque chose de plus grand.",,,,
Partenaire,Femme,Mars,Saturne,Aspect,Conjonction,"Tu es attirée par des hommes matures, sérieux, structurés. Il doit être fiable, responsable, avoir les pieds sur terre. L'homme idéal représente la sécurité, l'engagement, la solidité. Non intégré, tu peux attirer des hommes froids, rigides, critiques — ou des figures paternelles qui te maintiennent dans un rôle de ""petite fille"". La relation peut manquer de légèreté et de passion. Intégré, tu choisis un homme solide sans être fermé — quelqu'un qui construit avec toi dans la durée, avec respect mutuel.",,,,
Partenaire,Femme,Mars,Uranus,Aspect,Conjonction,"Tu es attirée par des hommes atypiques, originaux, qui sortent du moule. Il doit te surprendre, te bousculer, être différent. L'homme idéal a quelque chose d'électrique, d'imprévisible, de libre. Non intégré, tu peux attirer des hommes instables, des électrons libres incapables de s'engager, ou des rebelles sans cause qui fuient dès que ça devient sérieux. Intégré, tu choisis un homme libre qui choisit d'être avec toi — l'originalité coexiste avec la présence.",,,,
Partenaire,Femme,Mars,Neptune,Aspect,Conjonction,"Tu es attirée par des hommes artistes, rêveurs, spirituels — ceux qui ont une dimension insaisissable, presque mystique. Il doit toucher ton âme, créer une connexion au-delà des mots. L'homme idéal a quelque chose d'éthéré, de poétique. Non intégré, tu peux attirer des hommes fuyants, addictifs, menteurs — ou des ""génies incompris"" que tu dois sauver. L'idéalisation t'aveugle sur qui il est vraiment. Intégré, tu choisis un homme inspirant, sensible, avec les pieds sur terre — le rêve s'ancre dans le réel.",,,,
Partenaire,Femme,Mars,Pluton,Aspect,Conjonction,"Tu es attirée par des hommes intenses, magnétiques, puissants — ceux qui dégagent quelque chose de sombre et de fascinant. Il doit te transformer, te confronter à tes profondeurs. L'homme idéal a une présence qui ne laisse pas indifférente. Non intégré, tu peux attirer des hommes manipulateurs, possessifs, voire dangereux — ou des dynamiques de pouvoir toxiques où fascination et peur se mêlent. Intégré, tu choisis un homme puissant qui respecte ta puissance — l'intensité devient alchimie, pas destruction.",,,,
,,,,,,,,,,
Partenaire,Homme,Lune,Soleil,Aspect,Conjonction,"Tu cherches une femme qui incarne à la fois la lumière et le refuge. Elle doit être solaire mais aussi rassurante — quelqu'un dont tu es fier et qui te fait te sentir ""chez toi"". La femme idéale pour construire a une présence forte et une chaleur enveloppante. Non intégré, tu peux confondre admiration et sécurité, choisissant des femmes brillantes mais incapables de créer un foyer, ou au contraire étouffer une partenaire lumineuse en voulant qu'elle ne brille que pour toi. Intégré, tu choisis une femme qui rayonne ET qui nourrit — la maison devient un lieu de lumière partagée.",,,,
,,,,,,,,,,
,,,,,,,,,,
Partenaire,Homme,Lune,Mercure,Aspect,Conjonction,"Tu te sens en sécurité avec une femme avec qui tu peux parler. La communication est ton langage affectif — tu as besoin qu'elle comprenne, qu'elle écoute, qu'elle échange. La femme idéale pour le foyer est une confidente, une complice intellectuelle. Non intégré, tu peux choisir des femmes cérébrales mais émotionnellement distantes, ou fuir dans le dialogue pour éviter l'intimité vraie. Le mental peut remplacer le cœur. Intégré, tu choisis une femme qui sait parler ET ressentir — la maison devient un lieu d'échange profond.",,,,
Partenaire,Homme,Lune,Venus,Aspect,Conjonction,"Tu cherches une femme douce, harmonieuse, qui crée de la beauté autour d'elle. La sécurité émotionnelle passe par l'esthétique, la tendresse, l'art de vivre. La femme idéale pour le foyer est celle qui transforme la maison en nid agréable, qui cultive la douceur au quotidien. Non intégré, tu peux privilégier l'apparence sur la profondeur, ou chercher une femme ""parfaite"" qui n'existe pas. Intégré, tu choisis une femme qui allie grâce et authenticité — la maison devient un écrin de beauté et de tendresse vraie.",,,,
